Time Node entropy gini t05 enrate ginirate t05rate apa cusum
2 evil-leaf-16 2.9477 0.864198 3.60948 0.100656 0.0317787 0.156666 0 0
2 gw-1 3.6645 0.918367 5.1702 0.103479 0.0242347 0.172266 0 0
2 gw-2 3.6645 0.918367 5.1702 0.0487183 0.00967103 0.0894195 0 0
2 gw-3 3.6645 0.918367 5.1702 0.103479 0.0242347 0.172266 0 0
2 gw-4 3.6645 0.918367 5.1702 0.0543232 0.0121763 0.0940771 0 0
2 gw-5 3.52164 0.908163 4.85708 0.138429 0.0350765 0.222395 0 0
2 gw-6 3.52164 0.908163 4.85708 0.138429 0.0350765 0.222395 0 0
2 gw-7 3.80735 0.928571 5.48331 0.0116334 0.00133262 0.0342732 0 0
2 gw-8 3.39275 0.899408 4.56123 0.0805853 0.0154205 0.146958 0 0
2 gw-9 4.52164 0.954082 7.69738 0.0237444 0.00339951 0.0477577 0 0
2 gw-10 4.45021 0.951531 7.47597 0.0409489 0.00652256 0.0769099 0 0
2 gw-11 4.35656 0.946502 7.22786 0.0593869 0.0113169 0.105842 0 0
2 gw-12 4.28248 0.943759 7.00239 0.0572922 0.00987774 0.106654 0 0
2 gw-13 5.19473 0.969917 10.3848 0.022575 0.00281113 0.0449353 0 0
2 gw-14 4.88292 0.9604 9.27708 0.0621844 0.00956926 0.11561 0 0
2 gw-15 5.50922 0.973982 12.0996 0.0317303 0.00431225 0.0585967 0 0
2 gw-16 5.54181 0.974877 12.1856 0.0273297 0.00356562 0.0535975 0 0
2 prod-bb-1 5.54181 0.974877 12.1856 0.0273297 0.00356562 0.0535975 0 0
3 good-leaf-1 3.6645 0.918367 5.1702 0.15602 0.0331633 0.29255 1 0
3 evil-leaf-2 3.6645 0.918367 5.1702 0.243171 0.0626822 0.432396 1 0
3 evil-leaf-3 3.6645 0.918367 5.1702 0.15602 0.0331633 0.29255 1 0
3 good-leaf-4 3.80735 0.928571 5.48331 0.291635 0.0744898 0.519144 1 0
3 evil-leaf-5 3.6645 0.918367 5.1702 0.243171 0.0626822 0.432396 1 0
3 good-leaf-6 3.37878 0.897959 4.54397 0.146243 0.0390671 0.258899 1 0
3 good-leaf-7 3.80735 0.928571 5.48331 0.201087 0.0446429 0.370829 1 0
3 good-leaf-8 3.6645 0.918367 5.1702 0.243171 0.0626822 0.432396 1 0
3 evil-leaf-9 3.6645 0.918367 5.1702 0.15602 0.0331633 0.29255 1 0
3 evil-leaf-10 3.46772 0.897959 4.80557 0.176414 0.0390671 0.331375 1 0
3 good-leaf-11 3.46772 0.897959 4.80557 0.176414 0.0390671 0.331375 1 0
3 good-leaf-12 3.6645 0.918367 5.1702 0.15602 0.0331633 0.29255 1 0
3 good-leaf-13 3.32486 0.887755 4.49245 0.0488775 0.00127551 0.123113 1 0
3 good-leaf-14 3.80735 0.928571 5.48331 0.201087 0.0446429 0.370829 1 0
3 evil-leaf-15 3.52164 0.908163 4.85708 0.333145 0.114564 0.539634 1 0
3 evil-leaf-16 3.52164 0.908163 4.85708 0.194707 0.0508746 0.345648 1 0
3 gw-1 4.1683 0.940972 6.60223 0.137481 0.0246142 0.276977 1 0
3 gw-2 4.25163 0.944444 6.84137 0.160222 0.0283951 0.323232 1 0
3 gw-3 3.77206 0.920139 5.56695 0.0293512 0.00192901 0.0767383 1 0
3 gw-4 4.25163 0.944444 6.84137 0.160222 0.0283951 0.323232 1 0
3 gw-5 4.08496 0.930556 6.50317 0.15996 0.0246567 0.338904 1 0
3 gw-6 4.05351 0.934028 6.32374 0.151029 0.02848 0.301962 1 0
3 gw-7 4.22018 0.940972 6.80203 0.108427 0.0133547 0.240496 1 0
3 gw-8 4.33496 0.947917 7.08052 0.277714 0.0539337 0.552327 1 0
3 gw-9 4.89846 0.962193 9.21908 0.0833359 0.00850156 0.197691 1 0
3 gw-10 4.85205 0.961521 9.03547 0.0902953 0.0104993 0.208602 1 0
3 gw-11 4.74369 0.955577 8.76423 0.0888608 0.00958741 0.212562 1 0
3 gw-12 4.82945 0.960069 8.99727 0.127721 0.0172829 0.284884 1 0
3 gw-13 5.36047 0.972352 11.2588 0.0319057 0.00251013 0.0841635 1 0
3 gw-14 5.30734 0.968492 11.2418 0.0869188 0.00842554 0.211782 1 0
3 gw-15 5.85716 0.978737 14.0889 0.0631565 0.00488191 0.164406 1 0
3 gw-16 5.89909 0.979782 14.2093 0.0644711 0.00503108 0.166075 1 0
3 prod-bb-1 5.89909 0.979782 14.2093 0.0644711 0.00503108 0.166075 1 0
4 good-leaf-1 2.58496 0.833333 2.89898 0.294593 0.0925926 0.439291 1 0
4 evil-leaf-2 2.25163 0.777778 2.42069 0.385556 0.153086 0.5318 1 0
4 evil-leaf-3 2.58496 0.833333 2.89898 0.294593 0.0925926 0.439291 1 0
4 good-leaf-4 2.58496 0.833333 2.89898 0.321061 0.102564 0.471309 1 0
4 evil-leaf-5 2.58496 0.833333 2.89898 0.294593 0.0925926 0.439291 1 0
4 good-leaf-6 2.58496 0.833333 2.89898 0.234943 0.0719697 0.362016 1 0
4 good-leaf-7 2.25163 0.777778 2.42069 0.408611 0.162393 0.558536 1 0
4 good-leaf-8 2.25163 0.777778 2.42069 0.385556 0.153086 0.5318 1 0
4 evil-leaf-9 2.58496 0.833333 2.89898 0.294593 0.0925926 0.439291 1 0
4 evil-leaf-10 2.58496 0.833333 2.89898 0.254564 0.0719697 0.396746 1 0
4 good-leaf-11 2.58496 0.833333 2.89898 0.254564 0.0719697 0.396746 1 0
4 good-leaf-12 2.58496 0.833333 2.89898 0.294593 0.0925926 0.439291 1 0
4 good-leaf-13 2.58496 0.833333 2.89898 0.222536 0.0613027 0.3547 1 0
4 good-leaf-14 2.25163 0.777778 2.42069 0.408611 0.162393 0.558536 1 0
4 evil-leaf-15 2.58496 0.833333 2.89898 0.265978 0.082397 0.403144 1 0
4 evil-leaf-16 2.58496 0.833333 2.89898 0.265978 0.082397 0.403144 1 0
4 gw-1 2.75 0.84375 3.24264 0.340258 0.103321 0.508857 1 0
4 gw-2 3 0.875 3.65685 0.294388 0.0735294 0.46548 1 0
4 gw-3 3 0.875 3.65685 0.204678 0.0490566 0.343114 1 0
4 gw-4 2.5 0.8125 2.82843 0.41199 0.139706 0.58657 1 0
4 gw-5 2.80735 0.857143 3.2915 0.312759 0.0788913 0.493862 1 0
4 gw-6 3 0.875 3.65685 0.2599 0.063197 0.421726 1 0
4 gw-7 2.75 0.84375 3.24264 0.348368 0.103321 0.523283 1 0
4 gw-8 2.80735 0.857143 3.2915 0.352392 0.0957614 0.535133 1 0
4 gw-9 3.875 0.929688 5.70711 0.208934 0.0337825 0.380946 1 0
4 gw-10 3.625 0.914062 5.12132 0.252892 0.0493578 0.433198 1 0
4 gw-11 3.64022 0.915556 5.14097 0.232617 0.0418815 0.413415 1 0
4 gw-12 3.50689 0.906667 4.83847 0.273853 0.0556239 0.462229 1 0
4 gw-13 4.54275 0.953174 7.83839 0.152547 0.0197235 0.303801 1 0
4 gw-14 4.2542 0.941736 6.9583 0.198432 0.0276262 0.381033 1 0
4 gw-15 5.15298 0.967682 10.3075 0.120226 0.0112949 0.268392 1 0
4 gw-16 5.22018 0.970486 10.4479 0.115089 0.0094873 0.264712 1 0
4 prod-bb-1 5.22018 0.970486 10.4479 0.115089 0.0094873 0.264712 1 0
5 good-leaf-1 3.58496 0.916667 4.9282 0.386853 0.1 0.699979 1 0
5 evil-leaf-2 3.4183 0.902778 4.59 0.518143 0.160714 0.896156 1 0
5 evil-leaf-3 3.25163 0.888889 4.2518 0.257902 0.0666667 0.466652 1 0
5 good-leaf-4 3.25163 0.888889 4.2518 0.257902 0.0666667 0.466652 1 0
5 evil-leaf-5 3.58496 0.916667 4.9282 0.386853 0.1 0.699979 1 0
5 good-leaf-6 3.58496 0.916667 4.9282 0.386853 0.1 0.699979 1 0
5 good-leaf-7 3.58496 0.916667 4.9282 0.592164 0.178571 1.03587 1 0
5 good-leaf-8 3.08496 0.875 3.91359 0.370102 0.125 0.616728 1 0
5 evil-leaf-9 3.4183 0.902778 4.59 0.322377 0.0833333 0.583316 1 0
5 evil-leaf-10 3.4183 0.902778 4.59 0.322377 0.0833333 0.583316 1 0
5 good-leaf-11 3.4183 0.902778 4.59 0.322377 0.0833333 0.583316 1 0
5 good-leaf-12 3.4183 0.902778 4.59 0.322377 0.0833333 0.583316 1 0
5 good-leaf-13 3.02206 0.861111 3.85795 0.169091 0.0333333 0.330795 1 0
5 good-leaf-14 3.4183 0.902778 4.59 0.518143 0.160714 0.896156 1 0
5 evil-leaf-15 3.02206 0.861111 3.85795 0.169091 0.0333333 0.330795 1 0
5 evil-leaf-16 3.4183 0.902778 4.59 0.322377 0.0833333 0.583316 1 0
5 gw-1 4.27761 0.946281 6.88127 0.555496 0.121518 1.12212 1 0
5 gw-2 3.87966 0.92562 5.84106 0.293221 0.0578512 0.59729 1 0
5 gw-3 4.27761 0.946281 6.88127 0.425871 0.081464 0.881746 1 0
5 gw-4 3.92193 0.93 5.89639 0.568771 0.144615 1.08469 1 0
5 gw-5 4.0958 0.938017 6.38171 0.458952 0.0943526 0.938844 1 0
5 gw-6 4.02193 0.935 6.15836 0.340643 0.0685714 0.684059 1 0
5 gw-7 3.97542 0.929705 6.10046 0.445607 0.101873 0.881324 1 0
5 gw-8 3.69785 0.909091 5.48781 0.317199 0.0606061 0.667267 1 0
5 gw-9 4.65837 0.954029 8.42201 0.20216 0.0261827 0.475706 1 0
5 gw-10 4.97926 0.964902 9.46526 0.37359 0.0556191 0.848207 1 0
5 gw-11 4.85053 0.962585 8.94319 0.332482 0.0513671 0.739591 1 0
5 gw-12 4.62411 0.951247 8.37238 0.318579 0.0491697 0.730378 1 0
5 gw-13 5.5019 0.974242 11.9593 0.211138 0.022103 0.525739 1 0
5 gw-14 5.27348 0.967281 11.1734 0.239595 0.0271258 0.60576 1 0
5 gw-15 5.8308 0.976916 14.1126 0.13154 0.00954191 0.369148 1 0
5 gw-16 5.87673 0.978469 14.2323 0.125772 0.00822606 0.362208 1 0
5 prod-bb-1 5.87673 0.978469 14.2323 0.125772 0.00822606 0.362208 1 0
6 good-leaf-1 2.58496 0.833333 2.89898 0.278943 0.0909091 0.411757 1 0
6 evil-leaf-2 2.58496 0.833333 2.89898 0.243786 0.0769231 0.368414 1 0
6 evil-leaf-3 2.58496 0.833333 2.89898 0.205025 0.0625 0.318175 1 0
6 good-leaf-4 2.58496 0.833333 2.89898 0.205025 0.0625 0.318175 1 0
6 evil-leaf-5 2.58496 0.833333 2.89898 0.278943 0.0909091 0.411757 1 0
6 good-leaf-6 2.25163 0.777778 2.42069 0.371924 0.151515 0.508809 1 0
6 good-leaf-7 2.58496 0.833333 2.89898 0.278943 0.0909091 0.411757 1 0
6 good-leaf-8 2.25163 0.777778 2.42069 0.270128 0.111111 0.381467 1 0
6 evil-leaf-9 2.58496 0.833333 2.89898 0.243786 0.0769231 0.368414 1 0
6 evil-leaf-10 2.25163 0.777778 2.42069 0.341301 0.138462 0.472617 1 0
6 good-leaf-11 2.58496 0.833333 2.89898 0.243786 0.0769231 0.368414 1 0
6 good-leaf-12 2.58496 0.833333 2.89898 0.243786 0.0769231 0.368414 1 0
6 good-leaf-13 2.58496 0.833333 2.89898 0.144634 0.0322581 0.24857 1 0
6 good-leaf-14 2.58496 0.833333 2.89898 0.243786 0.0769231 0.368414 1 0
6 evil-leaf-15 2.58496 0.833333 2.89898 0.144634 0.0322581 0.24857 1 0
6 evil-leaf-16 2.58496 0.833333 2.89898 0.243786 0.0769231 0.368414 1 0
6 gw-1 2.25163 0.777778 2.42069 0.473625 0.178069 0.648221 1 0
6 gw-2 2.58496 0.833333 2.89898 0.333715 0.0997024 0.503689 1 0
6 gw-3 2.58496 0.833333 2.89898 0.3957 0.11936 0.578715 1 0
6 gw-4 2.58496 0.833333 2.89898 0.340895 0.103943 0.508346 1 0
6 gw-5 2.58496 0.833333 2.89898 0.368874 0.111601 0.545736 1 0
6 gw-6 2.58496 0.833333 2.89898 0.357283 0.108734 0.529261 1 0
6 gw-7 2.58496 0.833333 2.89898 0.349763 0.103659 0.524793 1 0
6 gw-8 2.25163 0.777778 2.42069 0.391097 0.144444 0.558898 1 0
6 gw-9 3.27761 0.892562 4.28001 0.296403 0.0644291 0.491807 1 0
6 gw-10 3.58496 0.916667 4.9282 0.280022 0.0499897 0.479338 1 0
6 gw-11 3.58496 0.916667 4.9282 0.260914 0.0477032 0.448943 1 0
6 gw-12 3.4183 0.902778 4.59 0.260767 0.0509535 0.451769 1 0
6 gw-13 4.14291 0.937618 6.57431 0.247002 0.0375919 0.450278 1 0
6 gw-14 4.4183 0.951389 7.31967 0.162167 0.0164301 0.3449 1 0
6 gw-15 5.14125 0.970041 10.0302 0.11826 0.00703702 0.289275 1 0
6 gw-16 5.15422 0.970522 10.0576 0.122943 0.00812273 0.293325 1 0
6 prod-bb-1 5.15422 0.970522 10.0576 0.122943 0.00812273 0.293325 1 0
7 good-leaf-1 3.32193 0.9 4.32456 0.285097 0.08 0.491751 1 0
7 evil-leaf-2 3.12193 0.88 3.95407 0.207727 0.056 0.363953 1 0
7 evil-leaf-3 2.84644 0.84 3.52263 0.101153 0.008 0.215129 1 0
7 good-leaf-4 3.32193 0.9 4.32456 0.285097 0.08 0.491751 1 0
7 evil-leaf-5 3.12193 0.88 3.95407 0.207727 0.056 0.363953 1 0
7 good-leaf-6 3.32193 0.9 4.32456 0.475344 0.157143 0.786499 1 0
7 good-leaf-7 3.32193 0.9 4.32456 0.285097 0.08 0.491751 1 0
7 good-leaf-8 3.12193 0.88 3.95407 0.38652 0.131429 0.63345 1 0
7 evil-leaf-9 3.12193 0.88 3.95407 0.207727 0.056 0.363953 1 0
7 evil-leaf-10 3.12193 0.88 3.95407 0.38652 0.131429 0.63345 1 0
7 good-leaf-11 3.32193 0.9 4.32456 0.285097 0.08 0.491751 1 0
7 good-leaf-12 3.12193 0.88 3.95407 0.207727 0.056 0.363953 1 0
7 good-leaf-13 3.12193 0.88 3.95407 0.207727 0.056 0.363953 1 0
7 good-leaf-14 3.12193 0.88 3.95407 0.207727 0.056 0.363953 1 0
7 evil-leaf-15 3.12193 0.88 3.95407 0.207727 0.056 0.363953 1 0
7 evil-leaf-16 3.12193 0.88 3.95407 0.207727 0.056 0.363953 1 0
7 gw-1 3.96982 0.934256 5.96206 0.763086 0.201186 1.46296 1 0
7 gw-2 3.79465 0.919753 5.61142 0.467972 0.103704 0.935654 1 0
7 gw-3 3.9477 0.932099 5.933 0.52718 0.118519 1.04658 1 0
7 gw-4 3.85217 0.927336 5.67791 0.490222 0.112803 0.958591 1 0
7 gw-5 3.68354 0.91358 5.33528 0.424989 0.0962963 0.840399 1 0
7 gw-6 3.9477 0.932099 5.933 0.52718 0.118519 1.04658 1 0
7 gw-7 3.625 0.914062 5.12132 0.402341 0.096875 0.766594 1 0
7 gw-8 3.69012 0.913495 5.34702 0.638865 0.174493 1.20888 1 0
7 gw-9 4.6535 0.956747 8.22239 0.419782 0.0719114 0.921115 1 0
7 gw-10 4.55955 0.955005 7.85757 0.271853 0.0418232 0.594408 1 0
7 gw-11 4.70771 0.958367 8.41335 0.313184 0.0454917 0.707185 1 0
7 gw-12 4.34683 0.943985 7.31546 0.271637 0.0456453 0.593783 1 0
7 gw-13 5.33198 0.972911 10.9805 0.287011 0.0376409 0.670219 1 0
7 gw-14 5.17095 0.965917 10.5878 0.17035 0.0152701 0.44649 1 0
7 gw-15 5.79194 0.97716 13.769 0.126563 0.00733829 0.372757 1 0
7 gw-16 5.8615 0.979357 13.9482 0.137224 0.00910411 0.38683 1 0
7 prod-bb-1 5.8615 0.979357 13.9482 0.137224 0.00910411 0.38683 1 0
8 good-leaf-1 4.31582 0.946746 7.04922 0.299193 0.0519395 0.630044 1 0
8 evil-leaf-2 4.07488 0.931953 6.47628 0.305243 0.0590371 0.637877 1 0
8 evil-leaf-3 3.91719 0.91716 6.15708 0.376171 0.0918569 0.747862 1 0
8 good-leaf-4 3.99411 0.920118 6.38684 0.202347 0.0223537 0.476878 1 0
8 evil-leaf-5 4.39275 0.949704 7.27898 0.407062 0.0792093 0.840883 1 0
8 good-leaf-6 4.46967 0.952663 7.50875 0.345505 0.0585141 0.736305 1 0
8 good-leaf-7 4.62352 0.95858 7.96827 0.391817 0.0650888 0.842565 1 0
8 good-leaf-8 4.20987 0.940828 6.78165 0.348483 0.0691232 0.715106 1 0
8 evil-leaf-9 4.2389 0.93787 6.95405 0.357783 0.0657612 0.758705 1 0
8 evil-leaf-10 4.05602 0.928994 6.45672 0.299204 0.0556751 0.632928 1 0
8 good-leaf-11 4.46967 0.952663 7.50875 0.345505 0.0585141 0.736305 1 0
8 good-leaf-12 4.31582 0.946746 7.04922 0.382423 0.0758472 0.782774 1 0
8 good-leaf-13 4.54659 0.955621 7.73851 0.456342 0.0859333 0.957099 1 0
8 good-leaf-14 4.10391 0.934911 6.51408 0.314543 0.0623991 0.647437 1 0
8 evil-leaf-15 4.46967 0.952663 7.50875 0.431702 0.0825713 0.898991 1 0
8 evil-leaf-16 4.31582 0.946746 7.04922 0.382423 0.0758472 0.782774 1 0
8 gw-1 4.68955 0.953686 8.57678 0.181302 0.0207975 0.438559 1 0
8 gw-2 4.57061 0.951814 8.07859 0.204487 0.0348586 0.439668 1 0
8 gw-3 4.969 0.963138 9.53614 0.258707 0.0333004 0.607306 1 0
8 gw-4 4.95852 0.963951 9.42294 0.287202 0.0394841 0.659578 1 0
8 gw-5 4.68069 0.951446 8.57733 0.270703 0.041448 0.607663 1 0
8 gw-6 4.89846 0.962193 9.21908 0.240837 0.0322863 0.553866 1 0
8 gw-7 4.92552 0.964083 9.26221 0.358765 0.0547235 0.80856 1 0
8 gw-8 4.97057 0.964876 9.44217 0.346996 0.0562469 0.765876 1 0
8 gw-9 5.23279 0.96712 10.9268 0.124486 0.0108417 0.328911 1 0
8 gw-10 5.49092 0.974877 11.8448 0.204268 0.0208086 0.507435 1 0
8 gw-11 5.38666 0.96875 11.6576 0.14422 0.0108337 0.385602 1 0
8 gw-12 5.5216 0.975465 11.9871 0.270258 0.0333475 0.638603 1 0
8 gw-13 5.81686 0.977998 13.8677 0.0909379 0.00522888 0.262933 1 0
8 gw-14 5.90517 0.97945 14.236 0.141988 0.014011 0.344562 1 0
8 gw-15 6.16586 0.982638 15.968 0.0645581 0.00560626 0.159711 1 0
8 gw-16 6.13108 0.98241 15.67 0.0459917 0.00311659 0.123442 1 0
8 prod-bb-1 6.13299 0.982513 15.6754 0.0463163 0.00322204 0.123834 1 0
9 good-leaf-1 3.16993 0.888889 4 0.265511 0.0611111 0.432561 1 0
9 evil-leaf-2 3.16993 0.888889 4 0.222081 0.0462081 0.382362 1 0
9 evil-leaf-3 2.9477 0.864198 3.60948 0.247495 0.0577459 0.413768 1 0
9 good-leaf-4 3.16993 0.888889 4 0.20635 0.0339407 0.373712 1 0
9 evil-leaf-5 3.16993 0.888889 4 0.278373 0.064036 0.450473 1 0
9 good-leaf-6 3.16993 0.888889 4 0.290792 0.0669427 0.467288 1 0
9 good-leaf-7 2.9477 0.864198 3.60948 0.362454 0.0984606 0.547019 1 0
9 good-leaf-8 3.16993 0.888889 4 0.247025 0.0552061 0.410173 1 0
9 evil-leaf-9 3.16993 0.888889 4 0.252182 0.0522257 0.424795 1 0
9 evil-leaf-10 3.16993 0.888889 4 0.218464 0.0431706 0.38049 1 0
9 good-leaf-11 2.9477 0.864198 3.60948 0.34051 0.092861 0.519297 1 0
9 good-leaf-12 2.9477 0.864198 3.60948 0.317001 0.0871914 0.487961 1 0
9 good-leaf-13 2.6416 0.814815 3.1547 0.418993 0.147345 0.592337 1 0
9 good-leaf-14 2.9477 0.864198 3.60948 0.281733 0.0756368 0.445897 1 0
9 evil-leaf-15 2.9477 0.864198 3.60948 0.34051 0.092861 0.519297 1 0
9 evil-leaf-16 2.72548 0.839506 3.21895 0.368491 0.113272 0.54336 1 0
9 gw-1 3.80735 0.928571 5.48331 0.188119 0.0263344 0.360679 1 0
9 gw-2 3.52164 0.908163 4.85708 0.229503 0.045861 0.398771 1 0
9 gw-3 3.6645 0.918367 5.1702 0.262528 0.0464841 0.457831 1 0
9 gw-4 3.54659 0.911243 4.88617 0.284748 0.0546792 0.481461 1 0
9 gw-5 3.46772 0.897959 4.80557 0.259143 0.0562166 0.439736 1 0
9 gw-6 3.37878 0.897959 4.54397 0.310235 0.0667575 0.507113 1 0
9 gw-7 3.32486 0.887755 4.49245 0.324973 0.0791717 0.51497 1 0
9 gw-8 3.52164 0.908163 4.85708 0.291502 0.0587773 0.485597 1 0
9 gw-9 4.45859 0.951989 7.49043 0.147952 0.0156456 0.314491 1 0
9 gw-10 4.40386 0.9504 7.29706 0.197974 0.0251077 0.383943 1 0
9 gw-11 4.31044 0.946502 7.03949 0.199793 0.0229656 0.396144 1 0
9 gw-12 4.42325 0.94898 7.43955 0.198918 0.0271514 0.379373 1 0
9 gw-13 5.05366 0.9672 9.76802 0.131204 0.0110411 0.295627 1 0
9 gw-14 4.94425 0.962963 9.47056 0.162725 0.0168331 0.334745 1 0
9 gw-15 5.60982 0.976724 12.4669 0.0901806 0.00601805 0.219258 1 0
9 gw-16 5.72528 0.97895 12.9546 0.0661876 0.00352183 0.173283 1 0
9 prod-bb-1 5.72218 0.978837 12.9481 0.0669833 0.00374168 0.173985 1 0
10 good-leaf-1 2.80735 0.857143 3.2915 0.114378 0.0357143 0.177124 1 0
10 evil-leaf-2 2.80735 0.857143 3.2915 0.114378 0.0357143 0.177124 1 0
10 evil-leaf-3 2.80735 0.857143 3.2915 0.0476126 0.00816327 0.088094 1 0
10 good-leaf-4 2.80735 0.857143 3.2915 0.114378 0.0357143 0.177124 1 0
10 evil-leaf-5 2.80735 0.857143 3.2915 0.114378 0.0357143 0.177124 1 0
10 good-leaf-6 2.80735 0.857143 3.2915 0.114378 0.0357143 0.177124 1 0
10 good-leaf-7 2.80735 0.857143 3.2915 0.0476126 0.00816327 0.088094 1 0
10 good-leaf-8 2.52164 0.816327 2.84869 0.204511 0.0816327 0.287828 1 0
10 evil-leaf-9 2.80735 0.857143 3.2915 0.114378 0.0357143 0.177124 1 0
10 evil-leaf-10 2.80735 0.857143 3.2915 0.114378 0.0357143 0.177124 1 0
10 good-leaf-11 2.80735 0.857143 3.2915 0.0476126 0.00816327 0.088094 1 0
10 good-leaf-12 2.80735 0.857143 3.2915 0.0476126 0.00816327 0.088094 1 0
10 good-leaf-13 2.80735 0.857143 3.2915 0.0627462 0.0519481 0.0433645 1 0
10 good-leaf-14 2.80735 0.857143 3.2915 0.0476126 0.00816327 0.088094 1 0
10 evil-leaf-15 2.52164 0.816327 2.84869 0.14454 0.0553936 0.210775 1 0
10 evil-leaf-16 2.80735 0.857143 3.2915 0.0300403 0.0210084 0.0225388 1 0
10 gw-1 3.45943 0.909091 4.63325 0.0913819 0.020979 0.155028 1 0
10 gw-2 3.25163 0.888889 4.2518 0.0766721 0.0212235 0.12462 1 0
10 gw-3 3.4183 0.902778 4.59 0.0671857 0.0169753 0.11222 1 0
10 gw-4 3.4183 0.902778 4.59 0.0361749 0.00928932 0.0606135 1 0
10 gw-5 3.4183 0.902778 4.59 0.0142527 0.00536616 0.044858 1 0
10 gw-6 3.58496 0.916667 4.9282 0.0610217 0.0208333 0.0845597 1 0
10 gw-7 3.18872 0.875 4.19615 0.0409464 0.0143678 0.0659549 1 0
10 gw-8 2.91398 0.859504 3.57352 0.172551 0.0535797 0.264266 1 0
10 gw-9 4.34965 0.94896 7.10308 0.0244342 0.00318147 0.0517119 1 0
10 gw-10 4.17574 0.941399 6.6145 0.0518001 0.00947089 0.0935381 1 0
10 gw-11 4.43661 0.952741 7.34737 0.029269 0.0065916 0.0437367 1 0
10 gw-12 3.82089 0.9161 5.78096 0.136181 0.0346476 0.222941 1 0
10 gw-13 5.10694 0.967975 9.97203 0.0105421 0.000801496 0.0208857 1 0
10 gw-14 4.90983 0.962585 9.24526 0.00696249 0.000392465 0.0237902 1 0
10 gw-15 5.42227 0.973073 11.5566 0.0334322 0.00373887 0.073017 1 0
10 gw-16 5.46715 0.974667 11.6609 0.0450855 0.00437483 0.0998639 1 0
10 prod-bb-1 5.46715 0.974667 11.6609 0.0445676 0.0042598 0.0994126 1 0
11 good-leaf-1 3.80735 0.928571 5.48331 0.356207 0.0833333 0.6659 1 0
11 evil-leaf-2 3.6645 0.918367 5.1702 0.30532 0.0714286 0.570772 1 0
11 evil-leaf-3 3.80735 0.928571 5.48331 0.356207 0.0833333 0.6659 1 0
11 good-leaf-4 3.80735 0.928571 5.48331 0.356207 0.0833333 0.6659 1 0
11 evil-leaf-5 3.32486 0.887755 4.49245 0.18434 0.0357143 0.364863 1 0
11 good-leaf-6 3.6645 0.918367 5.1702 0.30532 0.0714286 0.570772 1 0
11 good-leaf-7 3.6645 0.918367 5.1702 0.30532 0.0714286 0.570772 1 0
11 good-leaf-8 3.6645 0.918367 5.1702 0.45322 0.125 0.814939 1 0
11 evil-leaf-9 3.80735 0.928571 5.48331 0.356207 0.0833333 0.6659 1 0
11 evil-leaf-10 3.80735 0.928571 5.48331 0.356207 0.0833333 0.6659 1 0
11 good-leaf-11 3.18201 0.877551 4.17934 0.133453 0.0238095 0.269735 1 0
11 good-leaf-12 3.6645 0.918367 5.1702 0.30532 0.0714286 0.570772 1 0
11 good-leaf-13 3.52164 0.908163 4.85708 0.254434 0.0595238 0.475643 1 0
11 good-leaf-14 3.46772 0.897959 4.80557 0.235227 0.047619 0.459992 1 0
11 evil-leaf-15 3.80735 0.928571 5.48331 0.509872 0.1375 0.924855 1 0
11 evil-leaf-16 3.6645 0.918367 5.1702 0.30532 0.0714286 0.570772 1 0
11 gw-1 4.39232 0.952381 7.16515 0.269664 0.047619 0.546464 1 0
11 gw-2 4.27761 0.946281 6.88127 0.315529 0.0645661 0.618439 1 0
11 gw-3 3.97542 0.929705 6.10046 0.162982 0.0298273 0.329076 1 0
11 gw-4 4.07066 0.93424 6.35611 0.190844 0.0348509 0.384775 1 0
11 gw-5 4.36852 0.950413 7.13105 0.277983 0.0527654 0.553606 1 0
11 gw-6 3.91398 0.921488 6.02847 0.0917763 0.0052592 0.223259 1 0
11 gw-7 3.91613 0.929705 5.88686 0.228118 0.0625202 0.402919 1 0
11 gw-8 4.36852 0.950413 7.13105 0.499162 0.105769 0.995525 1 0
11 gw-9 5.12964 0.969173 10.0135 0.179323 0.0212993 0.40974 1 0
11 gw-10 4.71935 0.951247 8.75136 0.130184 0.0104613 0.323056 1 0
11 gw-11 4.90569 0.959711 9.34436 0.105731 0.00731544 0.271796 1 0
11 gw-12 4.76895 0.957274 8.80873 0.248125 0.0449454 0.523748 1 0
11 gw-13 5.49571 0.97323 11.9588 0.0761265 0.00542887 0.199239 1 0
11 gw-14 5.39331 0.971984 11.4938 0.0984719 0.00976463 0.243213 1 0
11 gw-15 5.80063 0.977177 13.8406 0.0697796 0.00421754 0.197635 1 0
11 gw-16 5.85275 0.979145 13.9631 0.0705285 0.00459456 0.197429 1 0
11 prod-bb-1 5.85275 0.979145 13.9631 0.0705285 0.00459456 0.197429 1 0
12 good-leaf-1 3.69012 0.913495 5.34702 0.0307926 0.0162364 0.0248567 1 0
12 evil-leaf-2 3.85217 0.927336 5.67791 0.0512133 0.00976547 0.0982005 1 0
12 evil-leaf-3 3.96982 0.934256 5.96206 0.0426703 0.00612191 0.08731 1 0
12 good-leaf-4 3.85217 0.927336 5.67791 0.0117703 0.00133085 0.0354895 1 0
12 evil-leaf-5 3.96982 0.934256 5.96206 0.193979 0.0523804 0.327129 1 0
12 good-leaf-6 3.73452 0.920415 5.39377 0.0191087 0.00222991 0.0432417 1 0
